"District_C11ID","Area.Other.Kharif.Pulses","Prod.Other.Kharif.Pulses","Yield.Other.Kharif.Pulses","Area.Moong","Prod.Moong","Yield.Moong","Area.Moth","Prod.Moth","Yield.Moth","Area.Other.Rabi.Pulses","Prod.Other.Rabi.Pulses","Yield.Other.Rabi.Pulses","Area.Peas...Beans..Pulses.","Prod.Peas...Beans..Pulses.","Yield.Peas...Beans..Pulses.","Area.Urad","Prod.Urad","Yield.Urad","Area.Gram","Prod.Gram","Yield.Gram","Area.Masoor","Prod.Masoor","Yield.Masoor","Area.HorseGram","Prod.HorseGram","Yield.HorseGram","Area.Arhar..Tur.","Prod.Arhar..Tur.","Yield.Arhar..Tur.","areaTot","prodTot","yieldTot","diversity","dominant_pulses"
286,476,403.25,1.0325,25.6,30,1.16,NA,NA,NA,152,261.25,1.74375,104.333333333333,115.666666666667,1.19666666666667,7,5,0.7,5,4,0.8,2,1.33333333333333,0.69,NA,NA,NA,45.2,52.2,1.16,817.133333333333,872.7,1.06800195806478,2.53551381419487,"Area.Other.Kharif.Pulses"
287,110.4,68.8,0.588,10,8,0.8,NA,NA,NA,60,77,1.35,10,NA,NA,NA,NA,NA,NA,NA,NA,4,2,0.5,NA,NA,NA,4,2,0.5,198.4,157.8,0.795362903225806,2.45706409923496,"Area.Other.Kharif.Pulses"
288,279.571428571429,199.285714285714,0.796428571428571,9,7,0.78,NA,NA,NA,292.75,336,1.215,93.25,122.333333333333,0.823333333333333,NA,NA,NA,NA,NA,NA,35,43,0.875,NA,NA,NA,96.25,40.25,0.5325,805.821428571429,747.869047619048,0.928082849502873,3.54586332300089,"Area.Other.Rabi.Pulses"
289,2508,1563,0.625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2508,1563,0.623205741626794,1,"Area.Other.Kharif.Pulses"
290,2029.5,1357,0.665,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2029.5,1357,0.668637595466864,1,"Area.Other.Kharif.Pulses"
291,1773,1114,0.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1773,1114,0.628313592780598,1,"Area.Other.Kharif.Pulses"
292,1896.5,1171.5,0.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1896.5,1171.5,0.617716846823095,1,"Area.Other.Kharif.Pulses"
293,NA,NA,NA,NA,NA,NA,NA,NA,NA,1223.125,1018.625,0.8325,465,386,0.83,NA,NA,NA,253.888888888889,165.222222222222,0.648888888888889,299,250,0.84,NA,NA,NA,619.666666666667,477.444444444444,0.771111111111111,2860.68055555556,2297.29166666667,0.803057741698993,3.63693497070503,"Area.Other.Rabi.Pulses"
294,NA,NA,NA,NA,NA,NA,NA,NA,NA,196.5,117.25,0.59875,136,85,0.63,NA,NA,NA,240.222222222222,142.444444444444,0.591111111111111,16,8,0.5,NA,NA,NA,96.7777777777778,83.8888888888889,0.867777777777778,685.5,436.583333333333,0.636883053732069,3.77629331558953,"Area.Gram"
295,NA,NA,NA,NA,NA,NA,NA,NA,NA,191.25,133.625,0.68625,39,80,2.05,NA,NA,NA,19.5555555555556,10.7777777777778,0.552222222222222,13,14,1.08,NA,NA,NA,105,84.3333333333333,0.778888888888889,367.805555555556,322.736111111111,0.877463937769051,2.72337591152409,"Area.Other.Rabi.Pulses"
296,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.25,16.75,0.975,21,18,0.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.25,34.75,0.932885906040268,1.96799929084301,"Area.Peas...Beans..Pulses."
297,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.125,30.125,0.69125,24,14,0.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,67.125,44.125,0.657355679702048,1.84983545984643,"Area.Other.Rabi.Pulses"
298,NA,NA,NA,NA,NA,NA,NA,NA,NA,209.375,277.5,1.2325,276,766,2.78,NA,NA,NA,NA,NA,NA,4,2,0.5,NA,NA,NA,NA,NA,NA,489.375,1045.5,2.13639846743295,1.99523543159106,"Area.Peas...Beans..Pulses."
299,NA,NA,NA,NA,NA,NA,NA,NA,NA,92,64.5,0.6875,51,35,0.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,143,99.5,0.695804195804196,1.84807953004971,"Area.Other.Rabi.Pulses"
300,NA,NA,NA,249.222222222222,130.333333333333,0.515555555555556,NA,NA,NA,1161.66666666667,591.166666666667,0.488333333333333,450.5,254.9,0.559,1646.6,833.1,0.515,61.9,31.6,0.512,803.9,391.2,0.488,NA,NA,NA,326.6,212.5,0.65,4700.38888888889,2444.8,0.520127176238373,4.34693939377892,"Area.Urad"
301,NA,NA,NA,159.111111111111,85.6666666666667,0.538888888888889,NA,NA,NA,2765.66666666667,1641.83333333333,0.565,444.9,341.2,0.77,4964.3,2674.8,0.53,277.1,181.4,0.652,1300,997.3,0.77,NA,NA,NA,241.2,176,0.729,10152.2777777778,6098.2,0.600673083763359,3.00129702504102,"Area.Urad"
302,NA,NA,NA,192,81.3333333333333,0.423333333333333,NA,NA,NA,2062.33333333333,1055.5,0.511666666666667,275.6,143.6,0.52,2465.2,1363.4,0.554,109.9,47.1,0.43,1136.3,535.9,0.47,NA,NA,NA,364.9,304.2,0.832,6606.23333333333,3531.03333333333,0.534500244718372,3.67370196519272,"Area.Urad"
303,NA,NA,NA,846.666666666667,406.222222222222,0.48,NA,NA,NA,4560.83333333333,3266.33333333333,0.878333333333333,1867.7,1494.2,0.8,4195.9,2423.1,0.578,172.2,71.3,0.416,3293,1647.5,0.5,NA,NA,NA,292.9,223.5,0.76,15229.2,9532.15555555556,0.625913085096759,4.32934966781563,"Area.Other.Rabi.Pulses"
304,NA,NA,NA,284.222222222222,53.8888888888889,0.19,NA,NA,NA,774.833333333333,404.5,0.333333333333333,594,539.9,0.91,580.5,273.7,0.47,116.4,31.5,0.27,645.7,441.9,0.683,NA,NA,NA,158.1,103.7,0.663,3153.75555555556,1849.08888888889,0.586313319569614,5.44566670257879,"Area.Other.Rabi.Pulses"
305,NA,NA,NA,871.888888888889,352.333333333333,0.402222222222222,NA,NA,NA,3367.5,1278.5,0.361666666666667,2599.4,843,0.32,2267,1324.1,0.586,101,43.6,0.431,1489.2,533,0.36,NA,NA,NA,1239,837,0.673,11934.9888888889,5211.53333333333,0.436660090918485,5.13136739978406,"Area.Other.Rabi.Pulses"
306,NA,NA,NA,618.333333333333,360,0.581111111111111,NA,NA,NA,2084.66666666667,1233.5,0.548333333333333,2185.4,1157.8,0.531,2213.7,1575.1,0.706,190.8,137.9,0.726,1058.2,564.7,0.534,NA,NA,NA,435.9,362.3,0.831,8787,5391.3,0.613554114032093,4.90205617739224,"Area.Urad"
307,NA,NA,NA,365.555555555556,164.111111111111,0.448888888888889,NA,NA,NA,979,451,0.46,1253.9,539.5,0.428,1412,717.5,0.507,15.2,6.6,0.439,679.6,312.6,0.46,NA,NA,NA,78.1,54.6,0.698,4783.35555555556,2245.91111111111,0.469526273977821,4.46338172091955,"Area.Urad"
308,NA,NA,NA,90.6666666666667,48.5555555555556,0.528888888888889,NA,NA,NA,511,255.833333333333,0.595,377.4,240.8,0.636,755.8,415.1,0.558,8.7,3.9,0.453,222.4,96.9,0.416,NA,NA,NA,31.6,23.8,0.754,1997.56666666667,1084.88888888889,0.54310522246511,3.86077503355938,"Area.Urad"
309,NA,NA,NA,81.8888888888889,32.7777777777778,0.401111111111111,NA,NA,NA,570,240.166666666667,0.461666666666667,586.8,240,0.41,920.5,609,0.606,9.125,5,0.66,77.3,31.5,0.407,NA,NA,NA,98.4,73.3,0.745,2344.01388888889,1231.74444444444,0.525485130563077,3.57010794563441,"Area.Urad"
310,NA,NA,NA,76.1111111111111,34.7777777777778,0.456666666666667,NA,NA,NA,795,329.833333333333,0.45,824.9,282.1,0.34,671.8,415.7,0.58,56.7,26.7,0.577,123,54.8888888888889,0.506666666666667,NA,NA,NA,110.1,82.8,0.754,2657.61111111111,1226.8,0.461617576353032,3.92370284355791,"Area.Peas...Beans..Pulses."
311,NA,NA,NA,41.7777777777778,15.3333333333333,0.365555555555556,NA,NA,NA,392.333333333333,167.333333333333,0.385,292.5,182.7,0.618,297.6,160.6,0.538,8.3,4,0.502,55.6,22.4,0.421,NA,NA,NA,25.6,15.7,0.618,1113.71111111111,568.066666666667,0.510066444519824,3.71798870672969,"Area.Other.Rabi.Pulses"
312,NA,NA,NA,943.111111111111,453.333333333333,0.481111111111111,NA,NA,NA,1380.33333333333,555.5,0.408333333333333,1186.5,510.3,0.429,3588.8,1306,0.366,3,1.5,0.525,318.2,157.4,0.496,NA,NA,NA,24.7,14.8,0.607,7444.64444444444,2998.83333333333,0.402817536245295,3.22526766597879,"Area.Urad"
313,NA,NA,NA,168.777777777778,71.2222222222222,0.423333333333333,NA,NA,NA,1408.83333333333,820.166666666667,0.481666666666667,1043.4,909.9,0.874,1167.8,593.6,0.511,16.6,7.5,0.455,850.7,527.6,0.62,NA,NA,NA,228.6,155.3,0.68,4884.71111111111,3085.28888888889,0.631621567521336,4.55180788449943,"Area.Other.Rabi.Pulses"
314,NA,NA,NA,445.777777777778,263.333333333333,0.588888888888889,NA,NA,NA,1675,935.333333333333,0.59,532.4,336.4,0.631,652.6,352.3,0.539,499.1,262,0.525,212.3,103.4,0.488,NA,NA,NA,1142.7,784,0.688,5159.87777777778,3036.76666666667,0.588534612146283,5.01058883614745,"Area.Other.Rabi.Pulses"
315,NA,NA,NA,86.6666666666667,40.6666666666667,0.467777777777778,NA,NA,NA,186.666666666667,96.1666666666667,0.513333333333333,197.2,95.9,0.487,346.5,189.5,0.539,5.3,1.6,0.293,3,1.2,0.415,NA,NA,NA,265.3,191.1,0.72,1090.63333333333,616.133333333333,0.564931691066353,4.37748855066422,"Area.Urad"
316,NA,NA,NA,30.3333333333333,15.2222222222222,0.496666666666667,NA,NA,NA,2553.16666666667,1202,0.475,446.5,255.1,0.569,861.9,465.4,0.54,50.1,26.1,0.521,22.1,11,0.501,NA,NA,NA,118.8,84.1,0.708,4082.9,2058.92222222222,0.504279365701394,2.22893938575246,"Area.Other.Rabi.Pulses"
317,NA,NA,NA,6.11111111111111,2.33333333333333,0.372222222222222,NA,NA,NA,817,307.666666666667,0.376666666666667,176,63.7,0.35,39.6,21.4,0.542,2.875,1.375,0.57875,15.5,7,0.455,NA,NA,NA,51.5,35.6,0.691,1108.58611111111,439.075,0.39606756353814,1.74824095367188,"Area.Other.Rabi.Pulses"
318,NA,NA,NA,16.5555555555556,7.55555555555556,0.412222222222222,NA,NA,NA,1670.5,949.166666666667,0.568333333333333,331.2,188.8,0.57,341.5,184.1,0.539,5.1,2.1,0.413,25,11,0.44,NA,NA,NA,74.5,51.6,0.693,2464.35555555556,1394.32222222222,0.565795880825278,2.00870743813393,"Area.Other.Rabi.Pulses"
319,NA,NA,NA,240.888888888889,102.333333333333,0.421111111111111,NA,NA,NA,1761.5,958.5,0.511666666666667,338.9,249.3,0.737,2341,1280,0.547,33,17.3,0.519,1622.8,955.1,0.579,NA,NA,NA,173.1,144.8,0.836,6511.18888888889,3707.33333333333,0.569378864075002,3.7122102585008,"Area.Urad"
320,NA,NA,NA,129.6,53,0.41,NA,NA,NA,1332.66666666667,702.666666666667,0.51,341.666666666667,256.5,0.75,846.5,400.333333333333,0.486666666666667,56,26.4,0.478,1311.66666666667,691.5,0.53,NA,NA,NA,177.8,148.2,0.834,4195.9,2278.6,0.543053933601849,4.01833327256388,"Area.Other.Rabi.Pulses"
321,NA,NA,NA,544.333333333333,192.222222222222,0.351111111111111,NA,NA,NA,2379.5,1378.33333333333,0.515,1753,1396.3,0.799,1917.8,1207.6,0.634,162.6,52,0.325,2334.2,1086.9,0.465,NA,NA,NA,296.4,237.1,0.8,9387.83333333333,5550.45555555556,0.591239251750197,4.82328673702289,"Area.Other.Rabi.Pulses"
322,NA,NA,NA,46,16.2,0.35,NA,NA,NA,174.666666666667,101.333333333333,0.566666666666667,160.333333333333,134.833333333333,0.84,176.333333333333,100.166666666667,0.578333333333333,2.5,1,0.415,136.166666666667,63.8333333333333,0.47,NA,NA,NA,43,34.6,0.808,739,451.966666666667,0.611592241768155,4.97281593376714,"Area.Urad"
323,NA,NA,NA,262.777777777778,111.888888888889,0.426666666666667,NA,NA,NA,2063.33333333333,1314.83333333333,0.686666666666667,1532.1,1194.1,0.779,678.7,360.4,0.535,28.6,12.9,0.454,1829.5,864.5,0.434,NA,NA,NA,199.4,119.7,0.6,6594.41111111111,3978.32222222222,0.603286958485047,4.13288534214876,"Area.Other.Rabi.Pulses"
324,NA,NA,NA,295.4,125.6,0.424,NA,NA,NA,2125,1344.33333333333,0.683333333333333,1082.5,846.833333333333,0.781666666666667,1406.33333333333,750.333333333333,0.535,72.4,32.6,0.45,1865.5,652.666666666667,0.35,NA,NA,NA,217.2,130.6,0.6,7064.33333333333,3882.96666666667,0.54965790591233,4.42223497825166,"Area.Other.Rabi.Pulses"
325,NA,NA,NA,569.555555555556,290.888888888889,0.512222222222222,NA,NA,NA,3190.66666666667,1814.16666666667,0.536666666666667,1286.2,843,0.665,2988.1,1516.3,0.46,114.8,74.6,0.651,845.2,587.2,0.695,NA,NA,NA,305.1,177.8,0.581,9299.62222222222,5303.95555555556,0.570340969645123,3.94747517496561,"Area.Other.Rabi.Pulses"
326,NA,NA,NA,463,240.4,0.52,NA,NA,NA,2044.66666666667,1154.66666666667,0.533333333333333,740.166666666667,384.333333333333,0.518333333333333,2168.5,1065.16666666667,0.491666666666667,20,12,0.604,693.666666666667,441.666666666667,0.636666666666667,NA,NA,NA,264.2,158.4,0.6,6394.2,3456.63333333333,0.540588866994047,4.00973010389344,"Area.Urad"
327,95,62,0.65,215.9,96.2,0.443,NA,NA,NA,NA,NA,NA,604.8,479.7,0.759,423.9,249.4,0.594,23,17,0.74,19.8571428571429,13.1428571428571,0.648571428571429,2.28571428571429,1.28571428571429,0.548571428571429,11.1,8.8,0.83,1395.84285714286,927.528571428571,0.664493547165563,3.2356267179391,"Area.Peas...Beans..Pulses."
328,NA,NA,NA,254.9,143.4,0.513,NA,NA,NA,NA,NA,NA,178.2,132.8,0.761,2122.6,1027.4,0.484,68.2857142857143,68.5714285714286,1.01142857142857,1386.6,607.2,0.442,61.7,30.9,0.509,22.2,17.1,0.789,4094.48571428571,2027.37142857143,0.495146782781023,2.56586654587247,"Area.Urad"
329,NA,NA,NA,301.2,152.9,0.546,NA,NA,NA,NA,NA,NA,24.2222222222222,20.3333333333333,0.795555555555556,5828.4,3866.3,0.668,12909,10040,0.78,868.5,346,0.393,62.5,38.375,0.60375,19,14.375,0.72125,20012.8222222222,14478.2833333333,0.723450354605991,1.98802884711442,"Area.Gram"
330,360,232.5,0.645,427.8,286.3,0.58,NA,NA,NA,NA,NA,NA,23.25,17.375,0.80625,2884.7,2207.4,0.743,642.8,445.2,0.782,1227.3,511.9,0.423,432.9,323.9,0.597,30.7142857142857,23.1428571428571,0.804285714285714,6029.46428571429,4047.71785714286,0.671322967569969,3.3841850061716,"Area.Urad"
331,219,82,0.37,65.8,40.6,0.654,NA,NA,NA,NA,NA,NA,19.2222222222222,15.1111111111111,0.755555555555556,1675.3,1019.3,0.56,87.25,23,0.59625,169.5,76.5,0.423,79.5,43.25,0.5425,NA,NA,NA,2315.57222222222,1299.76111111111,0.561313138341135,1.84767781810623,"Area.Urad"
332,NA,NA,NA,234.9,90.6,0.381,NA,NA,NA,NA,NA,NA,426.3,337.9,0.791,11720.4,10126.7,0.876,6031.5,6073.3,1.027,5588.9,4727.6,0.844,319.7,130.7,0.391,57.9,45.3,0.782,24379.6,21532.1,0.88320152914732,2.89475112675762,"Area.Urad"
333,5,3,0.6,345.2,171.3,0.535,NA,NA,NA,NA,NA,NA,3339.5,2544.1,0.78,7746.8,5945.4,0.738,8748.1,7526.1,0.883,21884.4,16444.6,0.763,40,13,0.37,537.3,554.4,1.108,42646.3,33201.9,0.77854116300828,2.90050617922627,"Area.Masoor"
334,214.1,85.2,0.423,321.4,226.8,0.622,NA,NA,NA,115,35,0.3,328.1,309,0.857,182.5,63.2,0.347,10110.8888888889,10167,1.01555555555556,4111.4,2925.5,0.697,149.5,58.8,0.4,35.6,20.5,0.595,15568.4888888889,13891,0.892251014156801,2.02893512235345,"Area.Gram"
335,23,11.8333333333333,0.548333333333333,166.2,129.7,0.644,NA,NA,NA,NA,NA,NA,82.7,75.3,0.826,269.8,249.3,0.822,480.6,399.3,0.774,1236.3,895,0.756,27.875,16.625,0.57375,192.714285714286,144,0.741428571428571,2479.18928571429,1921.05833333333,0.774873602593782,3.22625518965837,"Area.Masoor"
336,NA,NA,NA,884.9,420.5,0.504,NA,NA,NA,NA,NA,NA,4184.9,3662.4,0.875,11271.1,8381.9,0.746,10164.6,9217.6,0.887,19476.2,14105.3,0.732,NA,NA,NA,265.777777777778,218.888888888889,1.01777777777778,46247.4777777778,36006.5888888889,0.778563299427981,3.40552829268496,"Area.Masoor"
337,NA,NA,NA,149.3,61.5,0.416,NA,NA,NA,NA,NA,NA,702.3,696.3,0.987,1629,1224.9,0.764,679.3,570.5,0.87,6086.5,3829.4,0.615,NA,NA,NA,24,22.1428571428571,0.982857142857143,9270.4,6404.74285714286,0.690880960599635,2.11276709353865,"Area.Masoor"
338,272.5,162.5,0.595,68.6,47.2,0.693,NA,NA,NA,NA,NA,NA,343,319.1,0.829,53.8,23.8,0.536,114.4,100.4,0.922,402.5,234.8,0.563,1,1,1,1,NA,NA,1256.8,888.8,0.707192870782941,4.21660685284401,"Area.Masoor"
339,151.25,58.625,0.4175,73.8,45.3,0.577,NA,NA,NA,NA,NA,NA,21.5555555555556,20.4444444444444,0.863333333333333,62.8,24.8888888888889,0.376666666666667,33.9,34,0.908,217.5,172.8,0.853,126.3,36.1,0.332,224.333333333333,154,0.617777777777778,911.438888888889,546.158333333333,0.599226497784334,5.63337766230563,"Area.Arhar..Tur."
340,191.428571428571,64.8571428571429,0.351428571428571,375.7,169.5,0.453,NA,NA,NA,NA,NA,NA,2.83333333333333,2.5,0.896666666666667,11923.1,4552.2,0.375,106.9,87.9,0.782,29.3333333333333,16.2222222222222,0.593333333333333,1032.8,448.3,0.45,709.3,430.7,0.675,14371.3952380952,5772.17936507937,0.401643630938397,1.43508012882795,"Area.Urad"
341,NA,NA,NA,210.7,88.6,0.43,NA,NA,NA,NA,NA,NA,17.9,14.5,0.83,7.55555555555556,4.77777777777778,0.756666666666667,8.4,8,0.85,12.2222222222222,10.2222222222222,0.886666666666667,NA,NA,NA,NA,NA,NA,256.777777777778,126.1,0.49108610990913,1.46548121911994,"Area.Moong"
343,NA,NA,NA,5485.4,2393.3,0.419,NA,NA,NA,NA,NA,NA,626.9,575.6,0.839,131.1,95.4,0.762,133.571428571429,127.714285714286,0.904285714285714,390.9,296.8,0.722,NA,NA,NA,30,44,1.294,6797.87142857143,3532.81428571429,0.519694189988043,1.50665226007728,"Area.Moong"
344,335,312.875,0.9425,2751,1653.3,0.61,NA,NA,NA,70,29,0.41,40.5,42.125,0.9775,1696.3,1202.5,0.746,177.75,169.25,0.9075,264.3,181.333333333333,0.767777777777778,939.3,540.7,0.566,689.8,565.3,0.662,6963.95,4696.38333333333,0.674384987447258,4.03339783716111,"Area.Moong"
345,NA,NA,NA,275.222222222222,214,0.712222222222222,NA,NA,NA,NA,NA,NA,NA,NA,NA,154.8,55,0.344,400,340,0.85,18.3333333333333,10.3333333333333,0.553333333333333,NA,NA,NA,NA,NA,NA,848.355555555556,619.333333333333,0.730039815590947,2.76761026406366,"Area.Gram"
346,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2999.6,1859.4,0.622,883.4,1238.4,0.956,NA,NA,NA,3054.83333333333,4104.33333333333,1.37833333333333,6937.83333333333,7202.13333333333,1.03809546688447,2.51876113446898,"Area.Arhar..Tur."
347,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1153.66666666667,1042.5,0.9,304,165,0.545,NA,NA,NA,1381.5,2076.66666666667,1.47166666666667,2839.16666666667,3284.16666666667,1.15673613149398,2.4192968568757,"Area.Arhar..Tur."
348,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,263.5,255,0.9675,21,9,0.43,NA,NA,NA,277.333333333333,485.5,1.745,561.833333333333,749.5,1.33402551171759,2.15043998930423,"Area.Arhar..Tur."
349,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,216,233,0.9925,NA,NA,NA,NA,NA,NA,21.6666666666667,36,1.62333333333333,237.666666666667,269,1.13183730715288,1.198618816445,"Area.Gram"
350,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,227.75,243,1.045,2,1.5,0.635,NA,NA,NA,21.5,32.5,1.515,251.25,277,1.10248756218905,1.20617138435193,"Area.Gram"
351,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1154.5,1008.16666666667,0.878333333333333,1163,893,0.711666666666667,NA,NA,NA,894.333333333333,1529.16666666667,1.68333333333333,3211.83333333333,3430.33333333333,1.06802968190545,2.95984796943398,"Area.Masoor"
352,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,777.666666666667,686.833333333333,0.87,700,526.333333333333,0.736666666666667,NA,NA,NA,277.6,389.6,1.384,1755.26666666667,1602.76666666667,0.913118614455543,2.62919401378105,"Area.Gram"
353,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,702,745.5,1.06,562.5,336,0.6,NA,NA,NA,392.333333333333,577.833333333333,1.475,1656.83333333333,1659.33333333333,1.0015089025249,2.85016608799643,"Area.Gram"
354,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.5,12.5,0.96,NA,NA,NA,NA,NA,NA,1.5,1.5,1.26,16,14,0.875,1.20470588235294,"Area.Gram"
355,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59.75,49.25,0.785,NA,NA,NA,NA,NA,NA,58,89,1.605,117.75,138.25,1.17409766454352,1.99955833971788,"Area.Gram"
356,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,266.5,154,0.58,7.5,4.5,0.595,NA,NA,NA,579.5,952.166666666667,1.63833333333333,853.5,1110.66666666667,1.30130833821519,1.79027890845081,"Area.Arhar..Tur."
357,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68.25,76,1.11,NA,NA,NA,NA,NA,NA,131.5,172,1.295,199.75,248,1.24155193992491,1.81774462208682,"Area.Arhar..Tur."
358,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3906.66666666667,2896,0.74,1299,790.5,0.601666666666667,NA,NA,NA,5466.83333333333,7428.33333333333,1.36,10672.5,11114.8333333333,1.04144608417272,2.43195311970978,"Area.Arhar..Tur."
359,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1373,939.4,0.676,234.25,119.25,0.5325,NA,NA,NA,2879,4121,1.4325,4486.25,5179.65,1.15456115909724,1.96765484331808,"Area.Arhar..Tur."
360,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,730.333333333333,631.166666666667,0.881666666666667,20,9.5,0.49,NA,NA,NA,488.833333333333,804.5,1.645,1239.16666666667,1445.16666666667,1.16624075319435,1.98711659624011,"Area.Gram"
362,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68.75,62.25,0.9325,2.5,1.5,0.59,NA,NA,NA,536.666666666667,784,1.505,607.916666666667,847.75,1.39451679232351,1.26240937489807,"Area.Arhar..Tur."
363,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.5,8.25,0.85,NA,NA,NA,NA,NA,NA,18.5,28.5,1.54,29,36.75,1.26724137931034,1.8585635359116,"Area.Arhar..Tur."
364,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,721.833333333333,555.5,0.796666666666667,3,1,0.29,NA,NA,NA,1635.66666666667,2872.16666666667,1.72833333333333,2360.5,3428.66666666667,1.45251712207866,1.74316715218819,"Area.Arhar..Tur."
366,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,313.833333333333,230,0.708333333333333,42,27,0.65,NA,NA,NA,739.333333333333,849,1.13666666666667,1095.16666666667,1106,1.00989194947497,1.85414631132031,"Area.Arhar..Tur."
367,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,164,91.2,0.506,3,1,0.35,NA,NA,NA,411.25,425.5,1.04,578.25,517.7,0.895287505404237,1.70571033682395,"Area.Arhar..Tur."
368,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,226.333333333333,166.166666666667,0.731666666666667,48.5,26.5,0.54,NA,NA,NA,147,162.333333333333,1.10333333333333,421.833333333333,355,0.841564598972738,2.36664488177602,"Area.Gram"
369,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,125.75,101.75,0.81,NA,NA,NA,NA,NA,NA,97.25,142.75,1.47,223,244.5,1.09641255605381,1.96785793782307,"Area.Gram"
370,105,74,0.7,14675.3,3984.8,0.267,NA,NA,NA,1667.8,1401.4,0.82,NA,NA,NA,6807.14285714286,1762.28571428571,0.257142857142857,210.8,95.4,0.448,NA,NA,NA,1278.8,382.7,0.289,2297.5,1837.5,0.795,27042.3428571429,9538.08571428571,0.352709296109171,2.69398280030697,"Area.Moong"
371,8,5,0.63,221.6,88.5,0.397,NA,NA,NA,484.8,380.2,0.744,NA,NA,NA,58.8571428571429,16.8571428571429,0.277142857142857,319.2,139.2,0.43,NA,NA,NA,317,107.8,0.314,517.5,320,0.615,1926.95714285714,1057.55714285714,0.548822347594653,4.89960484168523,"Area.Arhar..Tur."
372,53,35,0.66,725.4,241.5,0.333,NA,NA,NA,937.4,803.6,0.794,NA,NA,NA,785.428571428571,219.857142857143,0.294285714285714,303.6,138.8,0.458,NA,NA,NA,1905,576.5,0.301,940,640,0.68,5649.82857142857,2655.25714285714,0.469971275993203,4.81497927918051,"Area.HorseGram"
373,24,15,0.63,2185.7,501.4,0.232,NA,NA,NA,502.6,420,0.802,NA,NA,NA,1335.42857142857,322.142857142857,0.244285714285714,443,199,0.448,NA,NA,NA,852.7,266,0.298,512.5,290,0.565,5855.92857142857,2013.54285714286,0.343846895088006,4.28657355751644,"Area.Moong"
